"User.ID","Location","Age","Publisher","genres","Country"
61072,"United States Of America",33,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
61257,"United States Of America",25,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
62654,"United States Of America",35,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
65409,"United States Of America",44,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
65663,"United States Of America",32,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
67997,"United States Of America",53,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
69466,"United States Of America",19,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
70689,"United States Of America",29,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
72530,"United States Of America",42,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
75595,"Netherlands",35,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","Netherlands"
81845,"United Kingdom",34,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United Kingdom"
84615,"United States Of America",40,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
85194,"United States Of America",40,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
85757,"United States Of America",40,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
87746,"United States Of America",52,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
87974,"United States Of America",25,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
88693,"China",30,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","China"
88793,"United States Of America",25,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
91931,"Canada",40,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","Canada"
92804,"United States Of America",45,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
95359,"United States Of America",33,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
96440,"United States Of America",29,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
98525,"United States Of America",22,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
99026,"United States Of America",38,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
100427,"United States Of America",64,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
103811,"United States Of America",25,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
105781,"United States Of America",20,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
105937,"United States Of America",27,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
105979,"United States Of America",26,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
107326,"United States Of America",28,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
109516,"United States Of America",25,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
110361,"United States Of America",29,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
110973,"United States Of America",43,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
113817,"Australia",25,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","Australia"
114866,"United States Of America",28,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
116758,"United States Of America",38,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
116897,"United States Of America",43,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
121170,"United States Of America",30,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
122542,"United States Of America",33,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
124874,"United States Of America",32,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
125287,"United States Of America",40,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
125692,"United States Of America",28,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
126255,"United States Of America",40,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
127049,"United States Of America",31,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
127233,"United States Of America",29,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
127359,"United States Of America",33,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
128085,"United States Of America",40,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
129538,"New Zealand",36,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","New Zealand"
130279,"United States Of America",26,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
130400,"United States Of America",19,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
130705,"Australia",29,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","Australia"
132083,"United States Of America",47,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
132930,"United Kingdom",29,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United Kingdom"
135360,"United States Of America",39,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
138010,"United States Of America",31,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
138397,"United States Of America",35,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
139070,"United States Of America",30,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
140478,"Cuba",16,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","Cuba"
140670,"United States Of America",28,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
141600,"United States Of America",35,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
142121,"United States Of America",33,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
142745,"Japan",38,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","Japan"
143415,"United States Of America",50,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
143792,"United Kingdom",25,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United Kingdom"
145247,"United States Of America",54,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
145431,"United States Of America",33,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
147141,"United States Of America",21,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
149650,"United States Of America",36,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
150567,"United Kingdom",28,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United Kingdom"
150979,"United States Of America",34,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
151107,"United States Of America",39,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
151165,"United States Of America",20,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
152579,"Malaysia",22,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","Malaysia"
152651,"United States Of America",24,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
152716,"United States Of America",36,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
153042,"United States Of America",35,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
156140,"United States Of America",52,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
157273,"United States Of America",37,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
157969,"United States Of America",30,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
159004,"United States Of America",35,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
159525,"United States Of America",32,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
160819,"United States Of America",43,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
162052,"United States Of America",51,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
162755,"United States Of America",35,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
162780,"United States Of America",31,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
163488,"United States Of America",24,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
166596,"Canada",57,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","Canada"
167521,"United Kingdom",23,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United Kingdom"
168500,"United States Of America",30,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
179012,"United States Of America",20,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
184485,"United States Of America",30,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
186591,"United States Of America",48,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
187762,"United States Of America",24,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
187822,"United States Of America",37,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
187835,"United States Of America",50,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
188208,"United States Of America",28,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
191807,"United States Of America",25,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
196077,"United States Of America",28,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
198114,"United States Of America",34,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
204864,"United States Of America",47,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
205502,"United States Of America",24,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
207266,"United States Of America",54,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
207340,"United States Of America",47,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
207554,"United States Of America",20,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
207965,"United States Of America",46,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
208663,"United States Of America",39,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
210097,"United States Of America",54,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
211426,"United States Of America",24,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
211919,"United States Of America",38,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
213098,"United States Of America",22,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
214860,"United States Of America",31,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
216100,"United States Of America",40,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
217902,"United States Of America",20,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
220371,"United States Of America",18,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
220688,"United States Of America",27,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
224349,"United States Of America",23,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
224927,"United States Of America",38,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
225043,"United States Of America",43,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
226202,"United States Of America",40,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
226393,"United States Of America",24,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
229741,"United States Of America",29,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
230522,"United States Of America",52,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
231210,"United States Of America",44,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
231490,"United States Of America",16,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
231613,"United Kingdom",28,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United Kingdom"
235543,"United States Of America",53,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
236017,"United States Of America",30,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
237474,"Canada",24,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","Canada"
238008,"United States Of America",36,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
238120,"United States Of America",25,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
240677,"United States Of America",56,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
242083,"United States Of America",24,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
242379,"United States Of America",25,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
243328,"United States Of America",33,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
243879,"United States Of America",32,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
244171,"United States Of America",51,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
244286,"United States Of America",22,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
245604,"United States Of America",43,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
245655,"United States Of America",36,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
246000,"United States Of America",20,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
246311,"United States Of America",35,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
246513,"United States Of America",23,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
246798,"Australia",34,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","Australia"
247240,"Trinidad And Tobago",31,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","Trinidad & Tobago"
247752,"United States Of America",30,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
251560,"United States Of America",48,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
253626,"United States Of America",23,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
254153,"United States Of America",34,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
254370,"United States Of America",32,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
258011,"Australia",29,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","Australia"
258534,"United States Of America",32,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
260897,"United States Of America",25,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
261829,"United States Of America",32,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
263163,"United States Of America",26,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
263445,"Australia",32,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","Australia"
263460,"United States Of America",31,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
265083,"United States Of America",25,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
265607,"United States Of America",31,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
266865,"United States Of America",33,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
269835,"United States Of America",25,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
271448,"United States Of America",27,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
271674,"United States Of America",29,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
272510,"United States Of America",32,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
272975,"United States Of America",32,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
272988,"United States Of America",36,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
273976,"United States Of America",20,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
275274,"United States Of America",47,"Vintage Books United States of America","Fiction, Contemporary, Literature, Humor, Biography Memoir, Novels, American","United States"
3977,"United States Of America",63,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
4622,"United States Of America",18,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
10354,"United States Of America",15,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
13534,"United States Of America",17,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
17950,"Malaysia",32,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","Malaysia"
20971,"United States Of America",20,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
21011,"United States Of America",44,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
22624,"United States Of America",28,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
22625,"United States Of America",54,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
23511,"United States Of America",56,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
23768,"United States Of America",45,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
25996,"United States Of America",36,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
28177,"United States Of America",26,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
30642,"United States Of America",18,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
32179,"Canada",35,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","Canada"
35857,"United States Of America",36,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
36606,"United States Of America",39,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
37712,"United States Of America",23,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
44852,"United States Of America",39,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
46398,"United States Of America",37,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
47094,"United States Of America",38,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
50787,"United States Of America",29,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
53846,"United States Of America",55,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
56447,"United States Of America",22,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
56959,"United States Of America",52,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
58911,"United States Of America",58,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
60244,"United States Of America",47,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
65207,"United States Of America",20,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
66323,"United States Of America",34,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
66942,"Malaysia",31,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","Malaysia"
67997,"United States Of America",53,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
69341,"Canada",36,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","Canada"
77180,"United States Of America",45,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
87555,"United States Of America",31,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
91203,"United Kingdom",30,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United Kingdom"
95393,"United States Of America",33,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
96611,"United States Of America",22,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
97636,"United States Of America",50,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
99347,"United States Of America",30,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
105979,"United States Of America",26,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
108155,"United States Of America",29,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
108900,"Norway",31,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","Norway"
113270,"United States Of America",25,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
113904,"United States Of America",31,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
114592,"United States Of America",25,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
115435,"United States Of America",30,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
117013,"United States Of America",25,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
117291,"United States Of America",33,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
122793,"Canada",46,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","Canada"
126531,"Russia",23,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","Russia"
128208,"United States Of America",34,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
128325,"United States Of America",43,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
131564,"United States Of America",39,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
136136,"United States Of America",32,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
136205,"United States Of America",39,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
136234,"United States Of America",27,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
138176,"United States Of America",35,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
138844,"Canada",40,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","Canada"
139156,"United States Of America",34,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
141493,"United States Of America",44,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
141901,"New Zealand",43,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","New Zealand"
143726,"United States Of America",63,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
143792,"United Kingdom",25,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United Kingdom"
145431,"United States Of America",33,"Vintage Books United States of America","Fiction, Historical Fiction, Classics, African American, School, Literature, Historical","United States"
