Gender,Birthdate,Age,Product,Date,Time,Quantity,Revenue
Женский,1994-06-09,31,Стратегический маркетинг,2023-11-08,21:59:49,1,5890
Женский,1968-07-28,57,Ավետարան ըստ Հիսուսի,2023-09-06,22:02:30,1,5905.46
Женский,1968-07-28,57,Դոկտոր Ժիվագո,2023-09-06,22:02:30,1,5905.48
Женский,1968-07-28,57,Սրտխառնոց,2023-09-06,22:02:30,1,5905.48
Женский,1989-03-29,36,Հեքիաթներ անիմացված կազմով,2023-11-02,22:01:23,1,5948.21
Женский,1958-10-25,67,Гравити Фолз. Графический роман. Вып.4,2023-05-17,22:02:04,1,6048
Женский,1976-10-18,49,Verity,2023-09-12,22:01:52,1,6121.31
Мужской,1978-06-04,47,Ամենաարդյունավետ մարդկանց 7 սովորույթները,2023-03-13,21:56:15,1,6199.11
Женский,1994-06-09,31,French Women Dont Get Fat,2023-05-31,22:01:10,1,6270
Мужской,1993-01-01,32,Ariel,2023-07-01,21:58:53,1,6336
Мужской,1988-04-28,37,"Почему им можно, а нам нельзя? Откудаберутся социальные нормы",2023-10-31,22:04:14,1,6365
Женский,1989-10-14,36,Время — деньги!,2023-12-30,23:16:06,1,6375
Женский,1998-07-15,27,Դրվածք,2023-01-19,19:59:59,1,6401.72
Женский,1989-03-29,36,Սպանությունների ակումբ՝ ամեն հինգշաբթի,2023-12-21,21:54:31,1,6418.25
Женский,1976-10-18,49,Выйди из зоны комфорта. Рабочая тетрадь,2023-07-15,22:02:12,1,6432
Женский,1968-07-28,57,Капитал в одном томе. Полная версия,2023-12-24,23:05:07,1,6460.88
Женский,1999-07-24,26,Սպանությունների ակումբ՝ ամեն հինգշաբթի,2023-11-03,21:58:14,1,6494.65
Мужской,1993-01-01,32,Էնեական,2023-01-22,22:04:37,1,6511.39
Женский,1987-07-04,38,Նահապետի աշունը,2023-01-28,22:03:43,1,6585.84
Мужской,1978-06-04,47,Փափլիկստան,2023-12-06,22:09:19,1,6589.47
Женский,1986-05-16,39,150 Հոբելյանական ընտրանի,2023-07-31,21:59:01,1,6658.5
Женский,1994-06-09,31,Աստվածային կատակերգություն,2023-05-15,21:58:29,1,6710.4
Мужской,1988-04-28,37,Հզոր իր կամոք,2023-05-03,22:06:15,1,6780.3
Женский,1981-03-03,44,Պինոկիո,2023-02-28,19:58:44,1,6804
Женский,1968-07-28,57,Բուդենբրոոկներ․ մի ընտանիքի անկումը,2023-02-16,22:32:41,1,6856.54
Мужской,1993-01-01,32,Шестерка Атласа,2023-06-03,21:58:55,1,6909.26
Мужской,1993-01-01,32,Братья Карамазовы,2023-07-01,21:58:53,1,6912
Женский,1997-11-04,28,Тысяча сияющих солнц,2023-04-25,22:13:33,1,6941.85
Женский,1994-06-09,31,Պինոկիո,2023-01-18,22:04:00,1,6984
Женский,1992-08-11,33,Թելեթրիփ,2023-02-20,22:02:57,2,6988.26
Женский,1968-07-28,57,ԱԲԳ,2023-02-16,22:32:41,1,7036.73
Женский,1976-10-18,49,Наука влияния,2023-07-15,22:02:12,1,7104
Женский,1997-01-30,28,Тысяча сияющих солнц,2023-12-07,22:15:10,1,7125
Женский,1968-07-28,57,Черный лебедь. Под знаком непредсказуемости,2023-11-30,21:58:41,1,7200
Женский,1989-10-14,36,Страшные сказки дядюшки Монтегю,2023-11-07,22:04:46,1,7273.28
Женский,1989-10-14,36,Страшные сказки с Черного корабля,2023-11-07,22:04:46,1,7273.32
Женский,1994-01-29,31,Հրեշտակներ և դևեր,2023-03-25,21:57:02,1,7275
Женский,1990-08-20,35,Հակափխրունություն,2023-07-15,21:59:06,1,7388.94
Женский,1994-06-12,31,Երբ խաղադրույքը սեփական մաշկդ է,2023-07-13,21:58:00,1,7388.94
Женский,1995-06-12,30,Hitchhiker’S Guide To The Galaxy,2023-06-07,21:59:42,1,7392
Женский,1982-02-14,43,Лампешка,2023-08-21,21:59:51,1,7392
Мужской,1988-04-28,37,Հակափխրունություն,2023-02-12,22:19:33,1,7584
Женский,1999-07-24,26,Дневники. Я могу объяснить многое,2023-09-15,22:01:47,1,7642.25
Женский,1977-08-17,48,Եգիպտոսը խոշորացույցով,2023-02-23,21:59:58,1,7660.65
Женский,1968-07-28,57,Պատահականության խաբկանքից մոլորվածները,2023-11-30,21:58:41,1,7663
Женский,2020-02-02,5,Ինչպես է կայանում պետությունը,2023-07-30,21:56:21,1,7684.38
Женский,1994-06-09,31,Read This if You Want to Be InstagramFamous,2023-07-18,22:00:42,1,7800
Женский,1976-10-18,49,Сила уверенности в себе. Секретное оружиедля достижения успеха,2023-02-20,21:54:53,1,8100
Мужской,1993-01-01,32,"Искусственный интеллект, авт.Пиковер Клиффорд",2023-06-08,19:44:53,1,8352
Мужской,1978-06-04,47,Harry Potter and the Half-Blood Prince,2023-06-24,21:58:21,1,8360
Женский,1989-10-14,36,Квантовый воин: сознание будущего,2023-12-30,23:16:06,1,8415
Женский,1976-10-18,49,Տասը ձագուկ (10 գրավիչ ձայն),2023-04-13,22:02:48,1,8448.98
Женский,1989-10-14,36,Սթիվ Ջոբս,2023-12-30,23:16:06,1,8491.5
Женский,1976-10-18,49,Maximum Achievement,2023-10-03,21:58:31,1,8544
Женский,1998-01-28,27,Vincent van Gogh․ Wheatfield with Crows,2023-04-30,22:01:06,1,8604.44
Мужской,1978-06-04,47,Гарри Поттер и Принц-полукровка,2023-02-01,22:27:50,1,8780.41
Женский,1986-05-16,39,Great Expectations,2023-11-16,22:00:00,1,8828.17
Мужской,1988-04-28,37,Brave New World,2023-03-16,22:07:27,1,9024
Женский,1990-09-16,35,The World According To Karl: The Wit AndWisdom Of Karl Lagerfeld,2023-06-05,19:31:14,1,9120
Женский,1990-02-13,35,Поваренная книга Гарри Поттера,2023-12-17,22:23:39,1,9215
Женский,1968-07-28,57,Хитроумный идальго Дон Кихот Ламанчский (иллюстр. Г.Доре),2023-01-05,22:01:48,1,9312
Женский,1977-12-22,48,Բացառիկ մոլորակը (50 ուշագրավ գիտափորձ),2023-08-29,22:01:25,1,9494.23
Женский,1981-03-03,44,Ձայնավոր այբուբեն (կարմիր),2023-10-21,22:10:55,1,9504
Женский,1985-03-05,40,Սուպերհերոս Անահիտի արկածները,2023-11-24,22:44:53,1,9750
Женский,1976-10-18,49,Արդիբուք Lingua․ Լեզուների աշխարհում մաս1,2023-11-05,21:49:56,1,9801.39
Мужской,1993-01-01,32,Kahlo,2023-02-13,22:00:05,1,10667.51
Женский,1967-10-01,58,Гравити Фолз. Полная история. Сезон 1,2023-06-01,22:00:04,1,10843.56
Женский,2005-03-25,20,Degas,2023-12-27,23:01:34,1,10864
Женский,2005-03-25,20,Kandinsky,2023-12-27,23:01:34,1,10864
Женский,2005-03-25,20,Matisse,2023-12-27,23:01:34,1,10864
Женский,2005-03-25,20,Modigliani,2023-12-27,23:01:34,1,10864
Женский,2005-03-25,20,Monet,2023-12-27,23:01:34,1,10864
Женский,2005-03-25,20,Schiele,2023-12-27,23:01:34,1,10864
Женский,1981-03-10,44,Fashion in Film,2023-12-12,21:59:31,1,11210
Женский,2005-07-27,20,Փոքրիկ Իշխանը - կենդանի գիրք,2023-10-08,22:04:45,1,12434.68
Женский,1990-09-16,35,World History,2023-05-13,19:29:33,1,13490
Женский,1989-03-29,36,Гравити Фолз. Дневник 3,2023-04-30,21:53:43,1,13530.1
Мужской,1993-01-01,32,44 ՕՐ․ Օրագիր անտեսանելի պատերազմից,2023-07-01,21:58:53,1,15440
Женский,1984-01-21,41,Большая книга зверей,2023-05-29,17:11:29,1,17246.47
Женский,2005-03-25,20,Принципы. Жизнь и работа,2023-12-27,23:01:34,1,19968
Мужской,1988-04-28,37,Greek Myths,2023-10-31,22:04:14,1,27072
Мужской,1988-04-28,37,A World History of Art,2023-05-03,22:06:15,1,37632
Мужской,1988-04-28,37,Jazzlife,2023-10-24,22:02:26,1,42098
